store_id,store_code,store_name,store_type,address,city,state,region_id,manager_name,opening_date,square_feet,status
5100,ST-5100,Philadelphia Outlet Store,FLAGSHIP,7560 Park St,PHILADELPHIA,PA,1,Manager 8418,2019-07-14,10417,CLOSED
5101,ST-5101,Birmingham Outlet Store,FLAGSHIP,2592 Main St,BIRMINGHAM,ENG,4,Manager 9764,2020-02-09,2225,ACTIVE
5102,ST-5102,Houston Outlet Store,STANDARD,7283 Main St,HOUSTON,TX,3,Manager 4814,2021-03-01,4455,ACTIVE
5103,ST-5103,New York Standard Store,OUTLET,6985 Oak St,NEW YORK,NY,1,Manager 9165,2023-07-15,13669,RENOVATION
5104,ST-5104,Delhi Outlet Store,FLAGSHIP,2493 Main St,DELHI,DL,6,Manager 5366,2018-05-10,14358,ACTIVE
5105,ST-5105,Munich Standard Store,STANDARD,4197 Maple St,MUNICH,BY,5,Manager 1206,2023-04-10,5496,ACTIVE
5106,ST-5106,Denver Standard Store,FLAGSHIP,3363 Maple St,DENVER,CO,3,Manager 2539,2022-12-20,18576,ACTIVE
5107,ST-5107,Birmingham Outlet Store,OUTLET,2698 Main St,BIRMINGHAM,ENG,4,Manager 9534,2022-05-13,5502,ACTIVE
5108,ST-5108,Birmingham Standard Store,OUTLET,953 Elm St,BIRMINGHAM,ENG,4,Manager 2850,2021-05-08,9232,RENOVATION
5109,ST-5109,Austin Standard Store,OUTLET,9679 Main St,AUSTIN,TX,3,Manager 7484,2018-03-03,9465,ACTIVE
5110,ST-5110,Los Angeles Express Store,POPUP,2639 Oak St,LOS ANGELES,CA,2,Manager 2466,2024-07-08,9650,ACTIVE
5111,ST-5111,Birmingham Popup Store,OUTLET,1083 Main St,BIRMINGHAM,ENG,4,Manager 6824,2019-01-10,22621,ACTIVE
5112,ST-5112,Delhi Flagship Store,STANDARD,8092 Elm St,DELHI,DL,6,Manager 6189,2024-01-06,19796,ACTIVE
5113,ST-5113,Rio De Janeiro Standard Store,FLAGSHIP,6289 Oak St,RIO DE JANEIRO,RJ,7,Manager 3207,2022-12-02,9714,ACTIVE
5114,ST-5114,Birmingham Popup Store,OUTLET,8992 Maple St,BIRMINGHAM,ENG,4,Manager 4109,2022-11-28,20069,ACTIVE
5115,ST-5115,Munich Outlet Store,EXPRESS,4610 Park St,MUNICH,BY,5,Manager 3627,2021-11-25,3756,CLOSED
5116,ST-5116,Phoenix Outlet Store,OUTLET,8973 Oak St,PHOENIX,AZ,2,Manager 8439,2023-01-15,1523,CLOSED
5117,ST-5117,Denver Flagship Store,POPUP,6065 Park St,DENVER,CO,3,Manager 4912,2020-01-30,12008,ACTIVE
5118,ST-5118,Hyderabad Express Store,STANDARD,8686 Maple St,HYDERABAD,TS,6,Manager 3525,2024-01-17,21588,ACTIVE
5119,ST-5119,Austin Outlet Store,FLAGSHIP,1677 Park St,AUSTIN,TX,3,Manager 2092,2022-08-06,2934,ACTIVE
5120,ST-5120,Philadelphia Standard Store,FLAGSHIP,8052 Elm St,PHILADELPHIA,PA,1,Manager 2617,2018-05-09,2542,CLOSED
5121,ST-5121,Bangalore Express Store,POPUP,9771 Oak St,BANGALORE,KA,6,Manager 1804,2022-05-11,13504,ACTIVE
5122,ST-5122,Mumbai Flagship Store,STANDARD,8151 Main St,MUMBAI,MH,6,Manager 8668,2018-10-18,22436,ACTIVE
5123,ST-5123,Boston Express Store,OUTLET,1055 Park St,BOSTON,MA,1,Manager 5355,2024-04-04,18834,ACTIVE
5124,ST-5124,Chennai Outlet Store,FLAGSHIP,3637 Park St,CHENNAI,TN,6,Manager 2591,2018-10-16,4816,ACTIVE
5125,ST-5125,Munich Standard Store,STANDARD,8721 Elm St,MUNICH,BY,5,Manager 3931,2022-04-28,19798,CLOSED
5126,ST-5126,London Popup Store,OUTLET,7615 Maple St,LONDON,ENG,4,Manager 2705,2019-03-09,6966,ACTIVE
5127,ST-5127,Munich Popup Store,OUTLET,2691 Park St,MUNICH,BY,5,Manager 8258,2022-07-03,13044,ACTIVE
5128,ST-5128,Munich Outlet Store,EXPRESS,7154 Oak St,MUNICH,BY,5,Manager 4943,2021-08-22,19953,CLOSED
5129,ST-5129,San Antonio Popup Store,OUTLET,5998 Maple St,SAN ANTONIO,TX,3,Manager 8331,2022-03-17,14511,ACTIVE
5130,ST-5130,Chennai Outlet Store,POPUP,367 Park St,CHENNAI,TN,6,Manager 3213,2018-05-22,11390,ACTIVE
5131,ST-5131,San Jose Standard Store,OUTLET,455 Oak St,SAN JOSE,CA,2,Manager 9376,2020-06-27,19729,CLOSED
5132,ST-5132,Hamburg Flagship Store,FLAGSHIP,7642 Oak St,HAMBURG,HH,5,Manager 3557,2019-09-26,6035,ACTIVE
5133,ST-5133,Boston Standard Store,STANDARD,4298 Oak St,BOSTON,MA,1,Manager 2505,2024-07-12,20193,RENOVATION
5134,ST-5134,Hamburg Flagship Store,OUTLET,8005 Elm St,HAMBURG,HH,5,Manager 8999,2020-06-09,24096,CLOSED
5135,ST-5135,Houston Outlet Store,FLAGSHIP,9541 Maple St,HOUSTON,TX,3,Manager 2285,2024-09-04,3332,ACTIVE
5136,ST-5136,Boston Express Store,FLAGSHIP,3814 Park St,BOSTON,MA,1,Manager 1187,2022-11-14,22271,RENOVATION
5137,ST-5137,Los Angeles Popup Store,FLAGSHIP,5331 Park St,LOS ANGELES,CA,2,Manager 3450,2021-06-02,12209,CLOSED
5138,ST-5138,Delhi Standard Store,FLAGSHIP,6536 Maple St,DELHI,DL,6,Manager 9269,2020-06-23,4451,ACTIVE
5139,ST-5139,London Express Store,STANDARD,2265 Oak St,LONDON,ENG,4,Manager 2352,2021-04-01,17092,CLOSED
5140,ST-5140,Chennai Popup Store,EXPRESS,4401 Main St,CHENNAI,TN,6,Manager 7529,2018-07-21,17943,RENOVATION
5141,ST-5141,Sao Paulo Standard Store,EXPRESS,9263 Elm St,SAO PAULO,SP,7,Manager 8993,2019-06-19,14453,CLOSED
5142,ST-5142,San Antonio Popup Store,POPUP,4134 Elm St,SAN ANTONIO,TX,3,Manager 2173,2024-04-17,10224,RENOVATION
5143,ST-5143,Austin Flagship Store,FLAGSHIP,6876 Maple St,AUSTIN,TX,3,Manager 6984,2024-06-17,12913,ACTIVE
5144,ST-5144,Austin Popup Store,FLAGSHIP,5094 Elm St,AUSTIN,TX,3,Manager 6729,2021-11-12,21692,RENOVATION
5145,ST-5145,Mumbai Express Store,FLAGSHIP,3925 Elm St,MUMBAI,MH,6,Manager 7124,2019-08-21,6611,ACTIVE
5146,ST-5146,Houston Standard Store,POPUP,2519 Oak St,HOUSTON,TX,3,Manager 1225,2018-08-12,12748,ACTIVE
5147,ST-5147,San Jose Express Store,FLAGSHIP,5537 Elm St,SAN JOSE,CA,2,Manager 9814,2023-01-18,8442,ACTIVE
5148,ST-5148,Munich Outlet Store,POPUP,8013 Park St,MUNICH,BY,5,Manager 3315,2023-11-14,24276,ACTIVE
5149,ST-5149,Denver Popup Store,FLAGSHIP,4285 Elm St,DENVER,CO,3,Manager 1984,2024-07-15,10806,ACTIVE
5150,ST-5150,Rio De Janeiro Outlet Store,FLAGSHIP,7717 Main St,RIO DE JANEIRO,RJ,7,Manager 2091,2024-12-06,14235,ACTIVE
5151,ST-5151,Hyderabad Flagship Store,FLAGSHIP,4892 Maple St,HYDERABAD,TS,6,Manager 4787,2022-01-15,13974,CLOSED
5152,ST-5152,Delhi Outlet Store,EXPRESS,9882 Park St,DELHI,DL,6,Manager 2442,2019-02-12,7608,ACTIVE
5153,ST-5153,Berlin Popup Store,FLAGSHIP,751 Elm St,BERLIN,BE,5,Manager 9673,2023-02-19,11491,ACTIVE
5154,ST-5154,Birmingham Standard Store,FLAGSHIP,5781 Oak St,BIRMINGHAM,ENG,4,Manager 6822,2022-05-31,21987,ACTIVE
5155,ST-5155,San Diego Outlet Store,FLAGSHIP,4321 Maple St,SAN DIEGO,CA,2,Manager 1482,2023-08-16,19684,ACTIVE
5156,ST-5156,San Diego Outlet Store,EXPRESS,2348 Main St,SAN DIEGO,CA,2,Manager 7262,2019-09-14,18562,CLOSED
5157,ST-5157,Bangalore Express Store,STANDARD,9486 Elm St,BANGALORE,KA,6,Manager 7987,2020-07-20,11736,CLOSED
5158,ST-5158,Austin Popup Store,STANDARD,3487 Elm St,AUSTIN,TX,3,Manager 9869,2023-01-14,23914,ACTIVE
5159,ST-5159,Phoenix Popup Store,STANDARD,7146 Elm St,PHOENIX,AZ,2,Manager 3589,2021-06-19,11903,ACTIVE
5160,ST-5160,Munich Flagship Store,STANDARD,5303 Elm St,MUNICH,BY,5,Manager 1483,2023-12-24,11942,RENOVATION
5161,ST-5161,London Express Store,OUTLET,2589 Elm St,LONDON,ENG,4,Manager 2749,2021-05-27,5810,ACTIVE
5162,ST-5162,New York Popup Store,OUTLET,9390 Park St,NEW YORK,NY,1,Manager 4783,2024-11-11,21041,ACTIVE
5163,ST-5163,San Diego Outlet Store,FLAGSHIP,7908 Elm St,SAN DIEGO,CA,2,Manager 9230,2018-04-17,21315,RENOVATION
5164,ST-5164,Delhi Standard Store,EXPRESS,8151 Maple St,DELHI,DL,6,Manager 3253,2022-03-12,6866,ACTIVE
5165,ST-5165,San Diego Express Store,FLAGSHIP,4521 Maple St,SAN DIEGO,CA,2,Manager 4646,2018-05-13,23498,ACTIVE
5166,ST-5166,Sao Paulo Flagship Store,STANDARD,7297 Park St,SAO PAULO,SP,7,Manager 9027,2020-04-17,24039,ACTIVE
5167,ST-5167,Manchester Express Store,EXPRESS,785 Park St,MANCHESTER,ENG,4,Manager 7232,2020-10-07,11753,RENOVATION
5168,ST-5168,Mumbai Popup Store,POPUP,8705 Main St,MUMBAI,MH,6,Manager 9530,2024-05-31,5082,RENOVATION
5169,ST-5169,Manchester Standard Store,POPUP,8912 Maple St,MANCHESTER,ENG,4,Manager 1643,2018-06-23,19774,RENOVATION
5170,ST-5170,Berlin Standard Store,OUTLET,7301 Maple St,BERLIN,BE,5,Manager 5989,2018-07-21,10868,RENOVATION
5171,ST-5171,Philadelphia Outlet Store,POPUP,993 Park St,PHILADELPHIA,PA,1,Manager 3330,2022-09-27,16690,RENOVATION
5172,ST-5172,Chicago Flagship Store,STANDARD,9691 Park St,CHICAGO,IL,3,Manager 3216,2023-08-13,14380,RENOVATION
5173,ST-5173,Austin Flagship Store,STANDARD,7533 Park St,AUSTIN,TX,3,Manager 4308,2023-01-21,16399,ACTIVE
5174,ST-5174,Dallas Standard Store,FLAGSHIP,1594 Main St,DALLAS,TX,3,Manager 8362,2021-08-20,22277,ACTIVE
5175,ST-5175,Chicago Express Store,POPUP,2719 Maple St,CHICAGO,IL,3,Manager 7235,2023-11-16,2938,ACTIVE
5176,ST-5176,Austin Standard Store,STANDARD,2469 Elm St,AUSTIN,TX,3,Manager 1840,2024-05-05,15248,ACTIVE
5177,ST-5177,San Jose Outlet Store,STANDARD,2026 Elm St,SAN JOSE,CA,2,Manager 4323,2023-01-02,1615,CLOSED
5178,ST-5178,Sao Paulo Flagship Store,EXPRESS,8253 Maple St,SAO PAULO,SP,7,Manager 9904,2020-11-02,1688,CLOSED
5179,ST-5179,Birmingham Standard Store,POPUP,7894 Maple St,BIRMINGHAM,ENG,4,Manager 7719,2020-09-01,15979,ACTIVE
5180,ST-5180,Mumbai Flagship Store,STANDARD,9067 Oak St,MUMBAI,MH,6,Manager 4401,2024-09-24,3102,ACTIVE
5181,ST-5181,Phoenix Outlet Store,FLAGSHIP,2481 Main St,PHOENIX,AZ,2,Manager 5889,2018-08-14,12349,ACTIVE
5182,ST-5182,Los Angeles Express Store,STANDARD,2743 Oak St,LOS ANGELES,CA,2,Manager 3906,2019-03-23,16420,CLOSED
5183,ST-5183,Boston Flagship Store,OUTLET,5389 Oak St,BOSTON,MA,1,Manager 7208,2018-05-27,3717,RENOVATION
5184,ST-5184,Munich Outlet Store,EXPRESS,2304 Main St,MUNICH,BY,5,Manager 5496,2018-09-23,12287,CLOSED
5185,ST-5185,London Standard Store,STANDARD,1053 Main St,LONDON,ENG,4,Manager 9666,2023-11-19,4372,RENOVATION
5186,ST-5186,Chennai Outlet Store,EXPRESS,5285 Oak St,CHENNAI,TN,6,Manager 9608,2024-10-13,20346,CLOSED
5187,ST-5187,Boston Popup Store,POPUP,8232 Park St,BOSTON,MA,1,Manager 9154,2019-06-16,17638,ACTIVE
5188,ST-5188,Mumbai Outlet Store,STANDARD,125 Main St,MUMBAI,MH,6,Manager 1392,2020-08-11,16733,ACTIVE
5189,ST-5189,Chennai Popup Store,EXPRESS,6883 Main St,CHENNAI,TN,6,Manager 6468,2020-04-29,12957,CLOSED
5190,ST-5190,Rio De Janeiro Flagship Store,STANDARD,4714 Oak St,RIO DE JANEIRO,RJ,7,Manager 2111,2020-05-19,11585,ACTIVE
5191,ST-5191,Berlin Outlet Store,FLAGSHIP,1965 Oak St,BERLIN,BE,5,Manager 6592,2024-03-02,14477,CLOSED
5192,ST-5192,Mumbai Standard Store,STANDARD,5515 Oak St,MUMBAI,MH,6,Manager 8849,2018-04-30,17048,ACTIVE
5193,ST-5193,Bangalore Express Store,STANDARD,7646 Park St,BANGALORE,KA,6,Manager 6490,2019-07-11,16654,RENOVATION
5194,ST-5194,Chennai Popup Store,OUTLET,9356 Oak St,CHENNAI,TN,6,Manager 9779,2018-08-18,2113,ACTIVE
5195,ST-5195,Hamburg Outlet Store,FLAGSHIP,2546 Oak St,HAMBURG,HH,5,Manager 1510,2021-09-20,12613,RENOVATION
5196,ST-5196,Bangalore Standard Store,POPUP,6482 Elm St,BANGALORE,KA,6,Manager 2914,2023-12-29,11601,ACTIVE
5197,ST-5197,Delhi Outlet Store,EXPRESS,1522 Maple St,DELHI,DL,6,Manager 4893,2018-05-10,13676,RENOVATION
5198,ST-5198,San Jose Popup Store,OUTLET,2967 Main St,SAN JOSE,CA,2,Manager 7131,2020-06-04,2725,ACTIVE
5199,ST-5199,Chicago Popup Store,FLAGSHIP,8007 Park St,CHICAGO,IL,3,Manager 3524,2022-12-23,7732,ACTIVE
5200,ST-5200,Birmingham Outlet Store,OUTLET,2447 Main St,BIRMINGHAM,ENG,4,Manager 9456,2023-11-15,23674,ACTIVE
